Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009611~response to wounding	288	16.035634743875278	8.299749642214039E-113	AT4G04840, AT5G16360, AT1G60270, AT4G37409, AT1G61120, AT5G42650, AT4G05010, AT3G59340, AT1G31710, AT5G44390, AT3G46700, AT1G74430, AT2G20340, AT2G44790, AT4G21865, AT1G12080, AT4G18440, AT2G06050, AT5G43745, AT1G06620, AT3G28290, AT3G22290, AT1G11670, AT5G24770, AT2G36380, AT3G01930, AT3G53370, AT4G24340, AT5G67020, AT2G47950, AT1G53840, AT1G32910, AT1G54010, AT5G38130, AT4G15280, AT5G44720, AT4G16490, AT1G76065, AT4G10390, AT2G30490, AT3G06035, AT1G67000, AT5G26260, AT5G44050, AT5G46590, AT5G24080, AT5G60300, AT1G49450, AT2G47800, AT1G54000, AT1G06640, AT4G34710, AT5G55180, AT5G57480, AT1G73480, AT1G76070, AT3G63380, AT3G46280, AT3G56620, AT2G32200, AT3G50760, AT3G53232, AT4G22620, AT1G51760, AT4G28290, AT1G76640, AT3G15790, AT5G54300, AT5G52120, AT3G48450, AT4G16590, AT2G26690, AT4G12790, AT2G27660, AT4G29700, AT1G08050, AT5G18860, AT5G41120, AT3G51660, AT4G01895, AT4G23600, AT2G22200, AT1G75960, AT3G17860, AT1G72450, AT3G14590, AT4G08170, AT1G76930, AT3G60490, AT3G15200, AT3G53600, AT2G27690, AT1G23200, AT4G39980, AT2G46650, AT3G59710, AT1G66100, AT5G17760, AT1G55210, AT3G21320, AT4G01080, AT4G22880, AT3G22415, AT1G43160, AT2G24850, AT4G12410, AT3G44550, AT1G69610, AT5G07730, AT2G16900, AT1G73325, AT1G17420, AT4G21440, AT5G47240, AT2G39420, AT2G46510, AT2G14290, AT5G63970, AT5G07700, AT3G11420, AT1G78210, AT5G22545, AT1G76390, AT5G59580, AT4G19390, AT3G06760, AT1G60260, AT3G49570, AT2G26380, AT3G51090, AT3G25700, AT3G19830, AT3G19710, AT2G22330, AT5G56760, AT5G56880, AT1G74420, AT1G51680, AT1G73210, AT1G15380, AT4G13280, AT5G23850, AT5G19110, AT1G78080, AT1G03080, AT3G49940, AT2G36650, AT4G35060, AT1G77420, AT1G52000, AT1G74950, AT3G43270, AT2G02990, AT5G59480, AT2G43620, AT1G25422, AT5G03204, AT5G19100, AT4G32800, AT3G21240, AT1G51820, AT5G10300, AT1G05800, AT3G16460, AT5G59490, AT4G15440, AT3G28220, AT3G04010, AT3G53620, AT3G51440, AT1G19640, AT2G37040, AT5G14200, AT3G61920, AT3G02510, AT4G02360, AT1G01470, AT5G36220, AT3G16470, AT5G12010, AT5G13220, AT2G44810, AT2G03980, AT4G33467, AT4G37700, AT4G16760, AT5G66590, AT2G05260, AT1G33260, AT2G38940, AT5G52400, AT1G68620, AT3G51450, AT5G47730, AT5G52882, AT4G23550, AT1G70700, AT3G21700, AT2G22930, AT3G27809, AT3G13650, AT2G42760, AT2G23340, AT5G47740, AT5G65290, AT5G44350, AT1G80120, AT1G62370, AT4G28330, AT2G38870, AT1G30700, AT4G13110, AT1G52720, AT4G16740, AT4G38810, AT3G11480, AT3G48520, AT2G46370, AT1G52280, AT1G08200, AT3G15720, AT3G54420, AT5G65280, AT4G03420, AT5G42860, AT1G64200, AT1G80110, AT5G22390, AT1G65890, AT3G25882, AT2G38400, AT1G53920, AT5G07690, AT1G26560, AT5G13210, AT3G13790, AT4G15765, AT5G53750, AT3G50620, AT1G21310, AT2G24210, AT5G09876, AT1G23850, AT5G15190, AT3G55720, AT1G61740, AT2G04080, AT1G30360, AT1G61065, AT5G52310, AT2G34810, AT3G57460, AT5G65870, AT5G63450, AT4G27140, AT3G21750, AT5G06570, AT2G22860, AT1G74010, AT3G62010, AT3G44860, AT5G53760, AT3G17120, AT5G40210, AT5G50370, AT3G48660, AT5G54170, AT3G50280, AT5G21960, AT5G16010, AT4G34920, AT1G66760, AT4G21850, AT2G15760, AT5G20190, AT3G22275, AT4G29690, AT1G17830, AT1G16500, AT4G25770, AT1G49520, AT5G13550, AT2G22170, AT1G10090, AT4G17480, AT3G45140, AT2G43530, AT3G27170	1678	904	23398	4.442330207685087	1.2582420457596483E-109	1.2582420457596483E-109	1.2051236480494784E-109
GOTERM_BP_DIRECT	GO:0009753~response to jasmonic acid	178	9.910913140311804	3.300336436078284E-70	AT5G19110, AT4G04840, AT5G16360, AT1G60270, AT5G40350, AT5G24780, AT1G61120, AT5G42650, AT4G05010, AT3G59340, AT2G36650, AT1G31710, AT5G44390, AT1G74430, AT2G45760, AT5G36920, AT1G52000, AT4G35060, AT1G74950, AT4G21500, AT3G60450, AT3G43270, AT1G78230, AT3G46660, AT5G42655, AT1G25422, AT5G43745, AT5G03204, AT1G11670, AT5G19100, AT4G32800, AT5G24770, AT2G39770, AT2G36380, AT3G53370, AT5G07010, AT2G47950, AT1G32910, AT3G16460, AT1G54010, AT5G59490, AT5G38130, AT4G15280, AT5G44720, AT1G54095, AT3G04010, AT3G09940, AT3G06035, AT3G25870, AT3G51440, AT5G14200, AT1G30320, AT4G22970, AT5G44050, AT5G26260, AT3G61920, AT3G27416, AT4G24110, AT4G02360, AT5G24080, AT2G41380, AT4G11350, AT5G36220, AT3G16470, AT5G12010, AT5G13220, AT1G54000, AT1G06640, AT4G34710, AT5G55180, AT1G73480, AT3G50910, AT5G67160, AT2G32200, AT3G51450, AT5G47730, AT5G52882, AT1G70700, AT4G28290, AT2G22930, AT1G76640, AT5G08200, AT3G15790, AT5G54300, AT1G71110, AT2G44940, AT3G13650, AT3G48450, AT4G16590, AT1G02670, AT2G26690, AT1G02310, AT1G11220, AT5G18860, AT4G39190, AT3G51660, AT4G23600, AT1G30300, AT4G28330, AT1G10410, AT1G30700, AT2G22200, AT1G75960, AT1G72450, AT1G76930, AT4G16740, AT3G15200, AT5G09980, AT2G46370, AT3G53600, AT1G08200, AT3G15720, AT5G65280, AT3G59710, AT1G66100, AT1G64200, AT5G42860, AT1G80110, AT5G17760, AT1G65890, AT3G25882, AT4G01080, AT2G18970, AT2G38400, AT4G22880, AT3G22415, AT5G53590, AT2G24850, AT1G43160, AT5G13210, AT5G11790, AT4G31110, AT1G69610, AT3G06070, AT5G07730, AT2G24210, AT2G43550, AT2G32990, AT2G16900, AT1G10230, AT2G04080, AT1G33230, AT4G28910, AT2G34810, AT1G64210, AT5G65870, AT4G27140, AT1G17420, AT1G36622, AT2G39030, AT1G19570, AT3G44860, AT4G14940, AT5G53760, AT1G75860, AT5G50370, AT1G78210, AT1G47510, AT4G35720, AT5G59580, AT4G19390, AT5G21960, AT2G26380, AT4G34920, AT5G44420, AT5G20190, AT4G29690, AT1G17830, AT3G05830, AT5G59510, AT5G56880, AT1G44350, AT5G01050, AT1G74420, AT1G15380, AT4G17480, AT3G45140, AT3G27170	1678	545	23398	4.554180927491225	5.003310037094679E-67	2.5016550185473395E-67	2.3960442525928346E-67
GOTERM_BP_DIRECT	GO:0009414~response to water deprivation	227	12.639198218262807	2.4937713709605185E-43	AT4G04840, AT5G16360, AT1G68795, AT1G34420, AT5G65890, AT5G43180, AT1G31710, AT4G25780, AT1G52400, AT4G15610, AT2G44790, AT5G05220, AT5G42655, AT5G01300, AT1G06620, AT4G25433, AT2G17840, AT5G57910, AT1G70640, AT5G63460, AT4G24340, AT2G47950, AT4G39950, AT2G01830, AT5G38130, AT4G15280, AT5G38010, AT3G13910, AT3G03440, AT1G64890, AT5G66400, AT1G73920, AT5G44050, AT2G38530, AT5G24080, AT2G41380, AT4G11350, AT1G49450, AT2G47800, AT1G06640, AT5G55180, AT5G51260, AT5G57480, AT1G73480, AT5G41900, AT3G56620, AT4G22620, AT1G52855, AT5G12420, AT5G59310, AT4G37790, AT3G61890, AT1G76640, AT5G54300, AT1G04570, AT5G56160, AT1G08810, AT1G24600, AT3G05640, AT4G27520, AT5G40390, AT2G47190, AT3G51660, AT4G01895, AT3G24840, AT1G52565, AT3G14590, AT3G15200, AT3G53600, AT4G15490, AT3G48240, AT1G23200, AT2G22560, AT1G14860, AT4G27410, AT3G59710, AT1G62660, AT3G22415, AT5G53590, AT1G43160, AT5G06760, AT4G12410, AT1G69610, AT3G55910, AT3G11410, AT5G24600, AT2G16900, AT1G33230, AT4G25480, AT4G22770, AT1G13740, AT2G39420, AT2G42150, AT1G53633, AT4G15910, AT1G02405, AT1G75860, AT5G07700, AT3G11420, AT1G77120, AT5G59220, AT3G12510, AT1G76390, AT3G63060, AT4G19390, AT3G49690, AT3G06760, AT3G49570, AT4G24960, AT1G30190, AT3G49210, AT2G47180, AT1G70500, AT5G56760, AT5G03230, AT1G52890, AT2G01890, AT1G15380, AT5G19110, AT1G14530, AT1G78080, AT2G33700, AT3G25730, AT5G67310, AT4G35060, AT1G18460, AT5G07920, AT1G23800, AT4G34650, AT2G45360, AT1G25422, AT5G03204, AT3G53650, AT5G63980, AT2G39010, AT2G37750, AT2G25625, AT5G59490, AT5G37440, AT2G47550, AT2G42540, AT2G22470, AT3G04010, AT3G09940, AT3G25870, AT1G30320, AT4G23420, AT4G33905, AT5G36220, AT5G12010, AT4G33467, AT5G39050, AT1G68500, AT1G68620, AT5G47730, AT1G64380, AT3G14060, AT2G37180, AT5G02580, AT4G21930, AT1G52690, AT5G12380, AT2G46680, AT3G50800, AT2G42760, AT2G23340, AT3G30775, AT1G02310, AT4G24410, AT5G44350, AT1G62370, AT2G38750, AT5G43380, AT1G10410, AT1G30700, AT3G45930, AT4G13110, AT1G01010, AT4G38810, AT2G45600, AT3G50970, AT1G20450, AT1G02220, AT5G65280, AT5G52300, AT1G30250, AT3G57010, AT2G38760, AT5G07690, AT5G54165, AT5G13210, AT1G23850, AT1G73390, AT5G15190, AT5G49700, AT3G55720, AT3G23250, AT1G30360, AT5G52310, AT1G17940, AT2G22860, AT4G32290, AT5G37750, AT4G12005, AT5G40210, AT1G53470, AT4G39360, AT3G48660, AT1G79260, AT5G21960, AT1G62840, AT5G16010, AT2G15760, AT5G15960, AT2G36320, AT1G56600, AT1G17830, AT3G05830, AT2G37770, AT5G05250, AT5G59510, AT5G38710, AT5G13550, AT1G10090, AT1G20440, AT3G45140, AT3G27170	1678	1198	23398	2.6421399591293397	3.780557398376146E-40	1.2601857994587154E-40	1.206985343544891E-40
GOTERM_BP_DIRECT	GO:0009737~response to abscisic acid	196	10.913140311804009	1.3283966399700848E-36	AT4G04840, AT5G16360, AT1G56570, AT4G05010, AT1G34420, AT3G59220, AT5G43180, AT1G31710, AT1G52400, AT2G45760, AT4G15610, AT4G26080, AT4G21500, AT5G42655, AT1G08800, AT5G01300, AT3G28290, AT1G10340, AT4G25433, AT1G56580, AT5G25980, AT2G17840, AT5G57910, AT1G70640, AT4G27970, AT2G47950, AT1G54010, AT5G38130, AT3G16500, AT2G35940, AT5G66400, AT5G65310, AT5G46350, AT5G44050, AT2G39980, AT5G24080, AT1G48000, AT2G41380, AT4G11350, AT1G49450, AT2G46270, AT4G34710, AT5G55180, AT1G73480, AT1G76070, AT5G41900, AT3G56620, AT3G50760, AT4G21410, AT4G22620, AT4G05100, AT5G12420, AT5G59310, AT4G37790, AT3G61890, AT1G76640, AT5G54300, AT1G04570, AT5G56160, AT1G08810, AT4G27520, AT2G47190, AT4G23600, AT1G80080, AT1G52565, AT4G36110, AT3G14590, AT1G76930, AT3G15200, AT3G20470, AT3G48240, AT1G23200, AT3G02140, AT1G61210, AT4G27410, AT3G59710, AT5G17760, AT1G62660, AT5G53590, AT1G43160, AT5G11790, AT1G69610, AT5G07730, AT3G11410, AT5G42900, AT4G15120, AT2G16900, AT1G66350, AT4G21440, AT4G22770, AT1G13740, AT4G25000, AT2G46510, AT4G15910, AT3G11420, AT1G47510, AT1G48720, AT1G77120, AT5G22545, AT5G59220, AT3G12510, AT3G63060, AT4G18980, AT4G19390, AT3G49690, AT3G06760, AT3G49570, AT4G24960, AT1G30190, AT2G32487, AT3G49210, AT5G45630, AT2G47180, AT1G12420, AT3G51090, AT5G03230, AT1G75750, AT2G01890, AT1G05100, AT2G33700, AT1G11940, AT2G33380, AT5G67310, AT1G18460, AT5G07920, AT3G46660, AT5G59480, AT1G23800, AT4G34650, AT1G25422, AT1G12480, AT2G39010, AT5G59490, AT2G47550, AT2G42540, AT2G22470, AT3G04010, AT1G27030, AT5G24240, AT4G33905, AT4G22330, AT1G69260, AT5G39610, AT5G36220, AT5G12010, AT4G33467, AT5G39050, AT1G68500, AT1G68620, AT4G21930, AT3G46670, AT2G46680, AT5G17490, AT3G29575, AT1G14330, AT5G44350, AT1G62370, AT2G38750, AT1G10410, AT1G30700, AT1G01010, AT3G50970, AT1G20450, AT1G02220, AT1G61600, AT5G52300, AT1G80110, AT5G22390, AT5G64750, AT3G57010, AT2G38400, AT1G74000, AT5G54165, AT5G09876, AT5G49700, AT2G32510, AT1G30360, AT5G52310, AT1G17940, AT2G22860, AT1G74010, AT4G12005, AT1G53470, AT4G12480, AT1G58340, AT5G21960, AT1G62840, AT5G16010, AT5G15960, AT2G36320, AT1G56600, AT5G59510, AT1G19580, AT5G13550, AT1G10090, AT1G20440	1678	1045	23398	2.615330394465957	2.0138493061946487E-33	5.034623265486622E-34	4.8220798030914075E-34
GOTERM_BP_DIRECT	GO:1901605~alpha-amino acid metabolic process	51	2.839643652561247	5.429660828718131E-26	AT1G60270, AT5G41120, AT3G59340, AT1G30300, AT3G46700, AT1G74430, AT1G52000, AT4G21865, AT4G16140, AT1G52280, AT1G08200, AT5G65280, AT4G03420, AT3G22290, AT3G59710, AT1G64200, AT1G65890, AT2G36380, AT4G01080, AT2G18970, AT3G16460, AT5G44720, AT1G76065, AT1G23850, AT3G28220, AT1G73325, AT2G39980, AT2G14290, AT3G62010, AT5G53760, AT1G54000, AT5G40210, AT2G03980, AT4G37700, AT1G76070, AT1G76390, AT5G59580, AT4G21850, AT3G25700, AT4G25770, AT1G16500, AT3G19830, AT5G56760, AT1G76640, AT3G27809, AT1G74420, AT1G73210, AT4G17240, AT5G52120, AT2G42760, AT3G27170	1678	121	23398	5.877215102591633	8.231365816336686E-23	1.6462731632673373E-23	1.576773504659745E-23
GOTERM_BP_DIRECT	GO:0006576~cellular biogenic amine metabolic process	42	2.338530066815145	1.6019964585706517E-25	AT2G04080, AT5G41120, AT3G51660, AT3G59340, AT1G73325, AT5G44050, AT4G02360, AT1G74430, AT1G52000, AT1G77420, AT3G62010, AT5G53760, AT2G03980, AT4G37700, AT1G78210, AT1G52280, AT1G08200, AT1G76070, AT1G76390, AT5G59580, AT5G03204, AT5G65280, AT3G59710, AT5G19100, AT1G64200, AT2G36380, AT3G53370, AT3G51090, AT1G16500, AT3G25700, AT4G25770, AT5G56760, AT2G22930, AT3G27809, AT1G74420, AT1G73210, AT5G44720, AT5G52120, AT3G13650, AT1G76065, AT3G27170, AT2G42760	1678	82	23398	7.142039012761999	2.428626631193108E-22	4.047711051988513E-23	3.876831429740977E-23
GOTERM_BP_DIRECT	GO:0098542~defense response to other organism	121	6.737193763919821	9.509859017125878E-23	AT5G23850, AT5G19110, AT5G16360, AT1G03080, AT3G25730, AT2G22800, AT1G34420, AT2G36650, AT3G46700, AT2G45760, AT5G36920, AT4G21865, AT4G35060, AT3G60450, AT3G43270, AT5G59480, AT3G25180, AT1G25422, AT1G79160, AT5G03204, AT4G25433, AT4G32800, AT5G57910, AT2G36380, AT4G24340, AT5G67020, AT2G47950, AT1G32910, AT3G16460, AT1G54010, AT5G59490, AT4G15280, AT5G44720, AT5G41730, AT3G13910, AT1G67000, AT4G22330, AT3G27415, AT4G24110, AT1G49450, AT5G12010, AT5G62960, AT3G50910, AT3G46280, AT1G64940, AT1G17230, AT1G64380, AT1G78940, AT1G76640, AT1G71110, AT3G48450, AT5G56160, AT4G12790, AT1G02310, AT5G47740, AT4G29700, AT3G52470, AT5G44350, AT1G80120, AT3G51660, AT2G22200, AT3G14590, AT3G60490, AT1G01010, AT4G38810, AT2G02310, AT3G51940, AT1G52280, AT1G02220, AT2G46650, AT4G03420, AT3G59710, AT3G25882, AT2G20010, AT5G53590, AT3G60260, AT5G13210, AT4G12410, AT4G31110, AT4G01920, AT2G04100, AT2G46140, AT5G04860, AT5G07730, AT1G23850, AT2G04080, AT1G30360, AT1G61065, AT1G64210, AT3G57460, AT1G73325, AT1G15800, AT2G44450, AT4G32290, AT2G14290, AT3G62010, AT3G17120, AT5G40210, AT1G53470, AT4G39360, AT1G78210, AT4G35720, AT3G11660, AT5G22545, AT3G50280, AT5G21960, AT2G26380, AT5G16010, AT3G54880, AT4G21850, AT2G15760, AT4G29690, AT3G05830, AT4G15500, AT5G01050, AT1G49520, AT5G13550, AT1G74420, AT1G73210, AT2G22170, AT1G76160	1678	643	23398	2.6239839696595038	1.4416946269962832E-19	2.0595637528518332E-20	1.972616470409539E-20
GOTERM_BP_DIRECT	GO:0009867~jasmonic acid mediated signaling pathway	55	3.0623608017817374	5.770208137921034E-22	AT5G17490, AT5G41120, AT5G40350, AT1G56650, AT4G01895, AT2G34070, AT2G18790, AT3G17860, AT4G13110, AT1G52720, AT1G77420, AT1G52280, AT1G06620, AT2G46650, AT4G03420, AT3G22290, AT5G07690, AT4G15765, AT1G76065, AT3G28220, AT1G10230, AT4G28910, AT1G61065, AT3G55640, AT1G19640, AT3G57460, AT1G73325, AT1G66350, AT4G23420, AT2G39420, AT3G02510, AT2G22860, AT2G14290, AT3G62010, AT4G14940, AT5G63970, AT3G17120, AT5G40210, AT2G03980, AT5G22545, AT1G76070, AT1G76390, AT5G60900, AT2G05260, AT1G60260, AT3G50280, AT3G22275, AT3G51090, AT3G19830, AT1G49520, AT3G27809, AT1G73210, AT5G52120, AT2G42760, AT4G12790	1678	167	23398	4.59232904869641	8.747635537088288E-19	1.093454442136036E-19	1.0472927770326677E-19
GOTERM_BP_DIRECT	GO:0009072~aromatic amino acid family metabolic process	31	1.7260579064587973	4.1662150768688006E-21	AT4G29700, AT2G04080, AT5G41120, AT1G73325, AT5G44050, AT2G39420, AT3G02510, AT4G02360, AT1G74430, AT1G52720, AT1G77420, AT5G53760, AT5G40210, AT4G18440, AT2G03980, AT5G22545, AT5G65280, AT1G60260, AT3G50280, AT1G11670, AT5G19100, AT1G66100, AT1G64200, AT4G01080, AT5G56760, AT3G27809, AT1G73210, AT5G44720, AT5G38130, AT3G27170, AT2G42760	1678	53	23398	8.155913373962713	6.315982056533102E-18	7.017757840592336E-19	6.721493657348332E-19
GOTERM_BP_DIRECT	GO:0010035~response to inorganic substance	96	5.3452115812917596	8.339244960895631E-18	AT4G29700, AT5G41120, AT4G37409, AT4G39190, AT1G80120, AT5G52410, AT4G05010, AT1G23090, AT3G49940, AT2G36650, AT5G44390, AT3G46700, AT1G74430, AT2G45760, AT2G22200, AT3G60490, AT1G01010, AT3G18670, AT1G77420, AT4G21865, AT3G60450, AT1G51790, AT3G43270, AT1G78230, AT2G43620, AT2G29995, AT1G08200, AT1G61600, AT1G79160, AT3G22290, AT1G35260, AT1G11670, AT5G19100, AT1G66100, AT1G64200, AT5G42860, AT5G17760, AT1G80110, AT5G22390, AT1G65890, AT3G25882, AT1G72500, AT1G28390, AT5G12880, AT3G16460, AT4G15765, AT1G54010, AT1G21310, AT4G16490, AT5G04860, AT2G43550, AT4G35110, AT1G61740, AT1G64210, AT3G57460, AT1G67000, AT5G65870, AT3G21750, AT1G36622, AT2G39980, AT4G24110, AT4G02360, AT5G06570, AT2G14290, AT3G62010, AT1G54000, AT4G37700, AT1G78210, AT3G50910, AT3G14810, AT2G47485, AT3G46280, AT2G36885, AT1G60260, AT3G49570, AT2G26380, AT2G38940, AT2G32200, AT5G52400, AT3G27880, AT4G21850, AT5G20190, AT4G29690, AT4G23550, AT3G55290, AT5G56880, AT4G28290, AT1G49520, AT1G73210, AT5G52320, AT2G22170, AT5G52120, AT3G48450, AT3G13650, AT4G12790, AT2G27660	1678	517	23398	2.5892111590891798	1.2642295360717777E-14	1.2642295360717775E-15	1.2108583683220455E-15
